131,152,125,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
133,152,124,2021-09-21 2:37:19 PM
133,153,124,2021-09-21 2:37:19 PM
133,153,124,2021-09-21 2:37:19 PM
133,153,124,2021-09-21 2:37:19 PM
133,153,124,2021-09-21 2:37:19 PM
133,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,125,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
133,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,125,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
133,152,125,2021-09-21 2:37:19 PM
133,152,125,2021-09-21 2:37:19 PM
133,152,125,2021-09-21 2:37:19 PM
133,153,124,2021-09-21 2:37:19 PM
133,152,124,2021-09-21 2:37:19 PM
133,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,125,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
130,151,124,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,123,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,125,2021-09-21 2:37:19 PM
131,152,125,2021-09-21 2:37:19 PM
131,152,125,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
132,152,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,151,124,2021-09-21 2:37:19 PM
131,152,124,2021-09-21 2:37:19 PM
131,152,123,2021-09-21 2:37:19 PM
130,152,123,2021-09-21 2:37:19 PM
129,152,123,2021-09-21 2:37:19 PM
129,152,123,2021-09-21 2:37:19 PM
129,152,124,2021-09-21 2:37:19 PM
129,152,124,2021-09-21 2:37:19 PM
129,153,124,2021-09-21 2:37:19 PM
129,154,124,2021-09-21 2:37:19 PM
127,155,124,2021-09-21 2:37:19 PM
124,156,125,2021-09-21 2:37:19 PM
120,159,125,2021-09-21 2:37:19 PM
114,162,125,2021-09-21 2:37:19 PM
108,166,124,2021-09-21 2:37:19 PM
101,169,124,2021-09-21 2:37:19 PM
95,170,121,2021-09-21 2:37:19 PM
88,168,120,2021-09-21 2:37:19 PM
82,164,118,2021-09-21 2:37:19 PM
76,159,117,2021-09-21 2:37:19 PM
71,151,115,2021-09-21 2:37:19 PM
68,141,117,2021-09-21 2:37:19 PM
68,134,119,2021-09-21 2:37:19 PM
74,129,124,2021-09-21 2:37:19 PM
85,126,124,2021-09-21 2:37:19 PM
106,126,124,2021-09-21 2:37:19 PM
135,134,126,2021-09-21 2:37:19 PM
155,139,124,2021-09-21 2:37:19 PM
178,153,123,2021-09-21 2:37:19 PM
191,156,123,2021-09-21 2:37:19 PM
196,154,123,2021-09-21 2:37:19 PM
195,153,125,2021-09-21 2:37:20 PM
195,153,128,2021-09-21 2:37:20 PM
196,152,130,2021-09-21 2:37:20 PM
195,150,132,2021-09-21 2:37:20 PM
193,149,131,2021-09-21 2:37:20 PM
185,147,129,2021-09-21 2:37:20 PM
173,144,126,2021-09-21 2:37:20 PM
162,141,124,2021-09-21 2:37:20 PM
